,Census Tract,Total Population,California County,ZIP,Approximate Location,Longitude,Latitude,CES 4.0 Score, CES 4.0 Percentile,CES 4.0 Percentile Range,Ozone,Ozone Pctl,PM2.5,PM2.5 Pctl,Diesel PM,Diesel PM Pctl,Drinking Water,Drinking Water Pctl,Lead,Lead Pctl,Pesticides,Pesticides Pctl,Tox. Release,Tox. Release Pctl,Traffic,Traffic Pctl,Cleanup Sites,Cleanup Sites Pctl,Groundwater Threats,Groundwater Threats Pctl,Haz. Waste,Haz. Waste Pctl,Imp. Water Bodies,Imp. Water Bodies Pctl,Solid Waste,Solid Waste Pctl,Pollution Burden,Pollution Burden Score,Pollution Burden Pctl,Asthma,Asthma Pctl,Low Birth Weight,Low Birth Weight Pctl,Cardiovascular Disease,Cardiovascular Disease Pctl,Education,Education Pctl,Linguistic Isolation,Linguistic Isolation Pctl,Poverty,Poverty Pctl,Unemployment,Unemployment Pctl,Housing Burden,Housing Burden Pctl,Pop. Char. ,Pop. Char. Score,Pop. Char. Pctl,CES 4.0 Percentile,Children < 10 years (%),Pop 10-64 years (%),Elderly > 64 years (%),Hispanic (%),White (%),African American (%),Native American (%),Asian American (%),Other/Multiple (%)
1699,6037189300,3117,Los Angeles,90068,Los Angeles,-118.3093146,34.1112674,20.97,39.96,35-40%,0.051,63.61,11.90145406,73.2,0.091,34.18,787.94,92.53,54.68,58.13,0.0,0.0,1351.605998,70.74,1188.132862,68.28,0.1,2.07,3.0,22.12,0.19,31.54,0,0.0,0.0,0.0,42.1,5.14,48.84,26.69,19.47,5.62,67.37,11.44,41.61,5.0,21.37,6.3,44.76,10.5,11.27,7.0,67.48,14.2,34.25,39.32,4.08,34.4,39.96,14.73,62.56,22.71,6.54,77.67,2.98,0.0,11.2,1.6
1700,6037265304,2878,Los Angeles,90024,Los Angeles,-118.451161,34.0677546,20.96,39.93,35-40%,0.05,60.66,11.54279044,61.93,0.496,89.72,440.64,52.72,49.55,51.01,0.0,0.0,1427.456685,71.93,720.9114187,37.9,0.0,0.0,0.5,2.72,0.195,32.03,0,0.0,0.0,0.0,37.81,4.62,36.71,10.35,1.0,,,10.19,31.34,2.3,7.4,11.1,65.98,84.0,99.7,9.5,83.98,59.2,99.9,43.78,4.54,40.83,39.93,1.01,97.19,1.81,17.37,37.42,1.74,0.0,36.0,7.47
1701,6037139801,3488,Los Angeles,91356,Los Angeles,-118.5455805,34.1527206,20.95,39.9,35-40%,0.059,79.99,11.96890818,76.76,0.03,10.75,726.64,83.13,31.34,25.68,0.21,31.79,781.4663493,60.04,531.7578607,23.38,0.0,0.0,0.3,2.11,0.125,21.96,0,0.0,0.0,0.0,34.23,4.18,27.17,59.55,68.61,5.3,59.76,13.44,56.88,3.7,14.78,10.5,63.69,9.5,8.98,5.3,48.26,15.0,38.78,48.32,5.01,47.87,39.9,7.71,65.51,26.78,6.05,78.44,5.88,0.0,2.32,7.31
1702,6037463700,3138,Los Angeles,91105,Pasadena,-118.1562323,34.139856,20.85,39.69,35-40%,0.056,74.1,11.30302493,57.92,0.427,86.41,634.13,71.13,29.19,23.01,0.0,0.0,1115.356008,66.37,1413.084392,75.78,44.25,94.62,0.0,0.0,0.86,82.74,2,23.88,1.35,39.45,53.94,6.59,80.12,26.48,19.17,5.78,70.61,7.75,12.06,2.2,6.95,2.7,21.42,13.4,18.18,3.5,23.75,20.6,65.18,30.52,3.17,20.66,39.69,7.07,70.11,22.82,12.52,61.47,6.05,0.0,13.8,6.15
1703,6037650701,2529,Los Angeles,90503,Torrance,-118.3529869,33.8317827,20.82,39.6,35-40%,0.041,24.88,11.87394388,72.15,0.17,56.38,346.5,35.56,50.39,52.19,0.0,0.0,8167.423504,96.31,1329.034092,73.19,0.0,0.0,19.0,66.88,0.695,78.05,0,0.0,2.2,54.85,47.54,5.8,63.72,26.09,18.46,4.35,34.77,10.32,32.49,4.4,18.36,10.5,63.69,11.4,13.27,5.8,55.02,17.7,52.61,34.58,3.59,26.75,39.6,13.92,62.04,24.04,17.12,51.72,1.19,0.0,28.71,1.27
1704,6037480202,2553,Los Angeles,91775,San Gabriel,-118.0972871,34.1089102,20.79,39.52,35-40%,0.057,75.12,11.55081434,62.12,0.057,20.7,746.16,84.98,71.97,81.42,6.59,56.62,1404.500651,71.53,520.6218922,22.59,12.0,68.94,8.7,42.2,0.2,35.62,0,0.0,1.0,35.72,51.75,6.32,74.98,19.55,8.7,5.14,56.12,9.39,24.55,4.6,19.29,10.7,64.41,14.4,20.6,3.1,18.31,16.3,45.55,31.71,3.29,22.3,39.52,16.73,65.33,17.94,28.67,21.43,0.82,0.63,43.52,4.94
1705,6037106645,3650,Los Angeles,91344,Los Angeles,-118.4941725,34.2905628,20.77,39.46,35-40%,0.067,97.0,11.22167655,57.15,0.054,19.74,879.7,97.08,36.33,32.39,0.0,0.72,240.8660024,37.87,388.223765,13.43,0.0,0.0,0.0,0.0,0.15,26.67,3,33.16,4.75,73.01,38.47,4.7,38.79,52.54,59.63,3.57,17.68,13.58,57.89,7.3,31.36,5.6,40.9,10.7,11.67,7.4,70.9,16.4,46.02,42.62,4.42,39.06,39.46,10.47,68.14,21.4,17.1,61.51,1.53,0.38,18.05,1.42
1706,6037920322,2854,Los Angeles,91355,Santa Clarita,-118.5490974,34.3826426,20.77,39.45,35-40%,0.065,93.63,9.850586503,47.63,0.131,46.12,640.93,71.51,36.07,31.93,0.0,0.0,245.5983378,38.21,1008.700317,58.45,12.0,68.94,0.0,0.0,0.41,62.48,0,0.0,0.0,0.0,41.05,5.01,45.86,24.89,16.28,10.67,99.81,8.38,16.16,4.8,20.29,5.7,41.44,17.0,27.05,8.3,77.1,9.8,13.09,39.94,4.14,35.26,39.45,12.61,68.01,19.38,20.64,66.43,5.5,0.0,2.8,4.63
1707,6037482702,2373,Los Angeles,91754,Monterey Park,-118.1338308,34.0414853,20.76,39.41,35-40%,0.051,64.73,12.09716625,84.22,0.074,27.5,748.7,85.36,62.8,69.65,0.0,0.0,2230.878703,81.07,657.5846883,32.75,0.0,0.0,0.0,0.0,0.26,44.73,0,0.0,0.1,2.52,40.26,4.92,43.57,35.41,34.26,4.96,51.31,9.13,22.1,13.9,52.87,13.2,71.92,17.5,28.42,3.5,23.75,17.3,50.72,40.71,4.22,36.25,39.41,7.59,68.02,24.4,42.52,7.5,1.14,0.17,45.98,2.7
1708,6037108102,3552,Los Angeles,91326,Los Angeles,-118.5550665,34.2804584,20.66,39.23,35-40%,0.065,93.63,10.87528753,54.05,0.179,58.01,726.64,83.13,28.43,22.09,0.0,0.0,97.84690097,23.28,1840.089199,84.58,0.0,0.0,0.0,0.0,0.27,45.73,0,0.0,0.0,0.0,37.95,4.63,37.25,29.0,23.4,3.55,17.21,15.55,69.59,7.7,32.94,13.1,71.67,22.1,38.57,6.6,63.42,15.2,39.7,43.0,4.46,39.65,39.23,8.36,67.37,24.27,9.07,54.39,3.66,0.0,31.22,1.66
1709,6037269905,2459,Los Angeles,90034,Los Angeles,-118.4018807,34.0218574,20.66,39.22,35-40%,0.046,44.98,11.69483322,66.11,0.756,96.18,440.64,52.72,30.26,24.37,0.0,0.0,1988.655619,79.16,1199.114637,68.66,0.0,0.0,3.75,25.09,0.26,44.73,7,66.74,1.5,42.31,47.94,5.85,64.8,36.55,35.84,2.82,7.17,12.15,47.18,4.9,20.86,3.8,30.02,24.0,42.61,5.1,45.78,17.3,50.72,34.03,3.53,25.73,39.22,3.82,91.5,4.68,25.62,35.87,12.81,0.0,20.78,4.92
1710,6037701502,3530,Los Angeles,90404,Santa Monica,-118.4872348,34.0254597,20.66,39.2,35-40%,0.048,53.73,11.72139398,66.97,0.207,63.46,417.8,48.16,39.53,36.5,0.0,0.0,1515.954976,73.48,893.081357,50.95,0.85,10.12,25.1,74.93,1.24,88.27,5,51.22,0.0,0.0,47.74,5.83,64.23,59.14,68.21,3.02,9.51,11.14,38.96,7.8,33.49,2.2,17.26,12.8,16.56,4.0,30.88,17.0,49.02,34.17,3.54,25.93,39.2,5.27,71.13,23.6,11.16,69.26,2.8,0.0,12.8,3.97
1711,6037181600,4631,Los Angeles,90041,Los Angeles,-118.2097406,34.1297234,20.64,39.17,35-40%,0.053,69.32,11.59256118,63.11,0.061,22.24,488.79,59.71,70.25,79.43,0.0,0.0,1336.63501,70.56,876.555019,49.64,0.0,0.0,0.0,0.0,0.295,47.98,0,0.0,7.0,83.28,43.25,5.28,52.3,28.65,23.01,4.57,40.47,7.92,13.16,13.6,52.13,7.2,49.57,16.3,25.25,11.7,91.55,13.5,30.61,37.68,3.91,31.62,39.17,7.67,83.18,9.16,32.91,32.37,2.81,0.0,24.55,7.36
1712,6037273902,4221,Los Angeles,90291,Los Angeles,-118.4661137,33.983199,20.56,38.96,35-40%,0.045,42.56,11.71620563,66.83,0.254,70.64,440.64,52.72,42.81,41.0,0.0,0.0,1936.440979,78.58,784.9219815,43.08,2.95,29.86,23.8,73.27,0.135,23.72,17,96.79,8.5,87.72,53.71,6.56,79.64,28.57,22.83,5.17,56.88,8.12,14.44,3.5,13.67,0.8,4.59,13.2,17.71,8.3,77.1,13.8,32.27,30.23,3.14,20.27,38.96,8.93,71.64,19.43,10.87,78.51,1.8,0.0,3.84,4.98
1713,6037271701,5694,Los Angeles,90034,Los Angeles,-118.4192255,34.027115,20.52,38.84,35-40%,0.046,46.99,11.77449393,68.81,0.523,90.79,440.64,52.72,39.46,36.38,0.0,0.0,1850.626628,77.66,3094.878739,96.34,0.0,0.0,0.0,0.0,0.345,55.42,0,0.0,1.0,35.72,45.22,5.52,57.3,30.71,26.2,4.58,40.66,10.74,36.0,4.9,20.86,6.4,45.38,18.2,30.04,6.6,63.42,12.8,27.22,35.83,3.72,28.56,38.84,10.96,75.13,13.91,12.14,45.31,13.05,0.37,25.94,3.2
1714,6037300600,9609,Los Angeles,91208,Glendale,-118.2378916,34.2066236,20.52,38.83,35-40%,0.06,82.63,11.42099762,59.63,0.149,50.99,893.37,97.81,51.58,53.69,0.0,0.0,1105.300313,66.15,1026.695542,59.73,12.0,68.94,25.85,75.68,0.135,23.72,2,23.88,0.2,9.67,52.68,6.43,77.32,19.31,8.42,2.88,7.95,8.4,16.48,7.2,30.87,14.3,75.53,18.2,30.04,3.8,28.2,28.6,88.1,30.75,3.19,21.02,38.83,7.75,76.25,16.0,16.97,48.82,1.25,0.0,31.43,1.53
1715,6037576801,4070,Los Angeles,90814,Long Beach,-118.1642818,33.7715757,20.51,38.82,35-40%,0.04,20.85,11.60712094,63.46,0.114,41.58,339.04,34.73,51.29,53.21,0.0,0.0,9488.466634,97.1,627.5457817,30.4,0.0,0.0,0.0,0.0,0.32,52.64,5,51.22,0.0,0.0,35.37,4.32,30.06,33.69,31.41,5.16,56.61,8.51,17.24,16.9,59.57,5.4,39.83,41.2,70.84,3.8,28.2,26.6,83.94,45.78,4.75,44.05,38.82,8.4,81.6,10.0,39.24,37.13,12.48,0.0,11.13,0.02
1716,6037189701,3228,Los Angeles,90068,Los Angeles,-118.3345237,34.1319418,20.48,38.74,35-40%,0.053,69.43,11.57819697,62.76,0.2,62.0,785.53,87.59,33.98,29.2,0.0,0.0,1239.162679,69.28,3143.034027,96.46,4.5,40.84,6.75,36.81,0.135,23.72,4,43.78,7.0,83.28,54.96,6.71,82.3,20.89,10.18,3.78,21.62,9.16,22.4,4.8,20.29,4.1,32.03,18.7,31.26,5.4,49.86,22.0,70.53,29.43,3.05,19.2,38.74,3.84,81.16,14.99,10.04,71.25,5.33,0.0,9.76,3.62
1717,6037134422,4924,Los Angeles,91307,Los Angeles,-118.6306683,34.2024601,20.46,38.6,35-40%,0.059,79.99,10.69531607,53.15,0.066,24.51,726.64,83.13,37.66,33.98,0.88,41.97,429.9723383,48.65,622.2150763,29.94,0.0,0.0,10.3,47.88,0.22,38.7,4,43.78,0.0,0.0,41.63,5.08,47.5,41.39,43.81,5.78,70.61,12.07,46.47,3.6,14.17,3.0,23.77,8.9,7.83,5.9,56.19,10.9,17.93,38.8,4.03,33.57,38.6,13.55,70.06,16.39,16.15,55.24,3.8,0.0,21.53,3.29
1718,6037651222,6459,Los Angeles,90505,Torrance,-118.358157,33.8119503,20.42,38.5,35-40%,0.041,24.88,11.84978232,71.28,0.203,62.56,320.16,29.94,30.62,24.66,0.0,0.0,6707.373372,94.96,984.7982159,56.98,1.15,17.64,13.05,54.61,0.505,69.58,0,0.0,0.45,14.71,40.87,4.99,45.33,30.7,26.17,4.91,49.91,12.58,51.1,5.1,21.67,17.6,82.47,16.6,25.98,1.4,2.73,17.1,49.72,39.45,4.09,34.66,38.5,13.49,77.89,8.62,15.71,32.22,4.13,0.0,44.62,3.31
1719,6037503703,7622,Los Angeles,90638,La Mirada,-117.9857888,33.9096825,20.39,38.45,35-40%,0.048,55.38,11.94186195,75.25,0.138,48.0,707.71,78.13,21.84,14.4,0.0,0.0,3229.530009,85.7,951.5713941,55.15,0.0,0.0,0.0,0.0,0.37,58.27,6,58.69,0.35,13.01,43.0,5.25,51.51,27.88,21.56,2.5,4.54,11.32,40.64,10.7,44.34,20.7,87.51,18.8,31.55,7.8,74.1,12.5,25.73,37.45,3.88,31.15,38.45,8.07,61.47,30.46,18.54,27.62,0.29,0.0,52.53,1.02
1720,6037701000,5936,Los Angeles,90212,Beverly Hills,-118.4057737,34.0618645,20.36,38.43,35-40%,0.048,55.38,11.7922658,69.47,0.464,88.28,425.8,49.08,57.97,62.95,0.0,0.0,1607.164388,74.64,1132.99111,65.74,10.75,62.9,0.0,0.0,0.82,81.88,0,0.0,2.5,59.18,52.39,6.4,76.54,31.1,27.01,3.92,24.76,10.47,33.92,2.0,5.86,4.2,32.64,14.9,21.72,6.5,62.4,15.5,41.38,30.68,3.18,20.89,38.43,12.8,66.86,20.33,3.47,79.7,1.11,0.76,6.89,8.07
1721,6037194500,2019,Los Angeles,90048,Los Angeles,-118.3695958,34.0781753,20.34,38.36,35-40%,0.049,56.96,11.72971837,67.23,0.101,37.54,787.94,92.53,57.12,61.61,0.0,0.0,1562.821004,74.13,1445.786586,76.78,0.4,5.64,17.1,63.46,0.74,79.63,0,0.0,1.0,35.72,51.19,6.25,73.22,24.21,15.18,4.02,27.12,11.52,42.4,2.8,9.73,6.0,43.29,11.5,13.52,6.4,61.53,16.1,44.46,31.37,3.25,21.9,38.36,8.92,72.66,18.42,6.59,79.1,4.66,0.0,7.03,2.63
1722,6037113322,4572,Los Angeles,91311,Los Angeles,-118.5721382,34.2536788,20.3,38.25,35-40%,0.064,91.05,11.37082616,58.79,0.073,27.26,726.64,83.13,34.33,29.74,0.0,0.0,274.6112264,40.14,926.0374672,53.43,25.65,86.58,0.0,0.0,0.78,80.87,0,0.0,1.0,35.72,45.51,5.56,57.96,48.93,55.05,3.79,21.82,15.34,68.53,9.7,40.81,2.3,18.11,13.2,17.71,2.1,7.14,12.6,26.17,35.23,3.65,27.69,38.25,11.2,68.22,20.58,31.78,44.01,1.84,0.0,19.36,3.02
1723,6037901011,5314,Los Angeles,93536,Lancaster,-118.1722433,34.6708476,20.3,38.21,35-40%,0.062,88.7,7.516040087,9.71,0.019,6.87,473.09,57.29,25.49,18.4,0.0,0.0,3599.472087,87.26,618.8229553,29.71,0.0,0.0,0.0,0.0,0.71,78.76,0,0.0,0.0,0.0,30.08,3.67,17.82,58.68,67.7,8.23,97.33,12.5,50.56,10.3,43.07,2.8,22.17,22.3,39.21,3.9,29.41,15.2,39.7,53.29,5.53,55.03,38.21,12.82,75.27,11.91,24.46,49.7,10.99,2.52,7.3,5.02
1724,6037271600,4811,Los Angeles,90066,Los Angeles,-118.4304607,34.0210549,20.29,38.17,35-40%,0.046,46.99,11.78676393,69.3,0.325,78.89,440.64,52.72,62.93,69.89,0.0,0.0,1829.602031,77.38,3143.950715,96.48,0.0,0.0,3.0,22.12,0.525,70.93,0,0.0,1.0,35.72,49.56,6.05,69.26,21.68,11.2,3.94,25.21,7.87,12.66,2.9,10.31,8.9,57.41,29.2,52.53,5.5,51.26,21.8,69.91,32.32,3.35,23.39,38.17,14.88,76.05,9.06,14.01,45.96,4.12,0.29,29.14,6.49
1725,6037265202,3981,Los Angeles,90024,Los Angeles,-118.4411825,34.0619002,20.25,38.12,35-40%,0.049,59.69,11.74779166,67.93,0.371,82.7,440.64,52.72,29.86,23.78,0.0,0.0,1492.631653,73.19,2013.774252,87.34,13.1,71.71,0.8,4.45,0.745,79.8,0,0.0,0.0,0.0,47.68,5.82,64.03,14.71,3.46,3.02,9.51,11.3,40.48,7.6,32.62,5.2,38.61,33.9,60.01,3.6,25.23,29.6,89.84,33.54,3.48,25.09,38.12,8.47,72.8,18.74,12.69,60.66,0.43,0.0,22.38,3.84
1726,6037403404,2645,Los Angeles,91789,Walnut,-117.8513684,34.0292579,20.23,38.05,35-40%,0.053,69.32,12.21273895,88.57,0.061,22.36,435.94,51.12,20.77,13.02,0.1,25.93,1774.836344,76.63,519.5778889,22.48,0.0,0.0,2.0,14.31,0.305,50.46,5,51.22,0.0,0.0,38.52,4.7,38.9,26.46,19.09,5.51,64.78,10.71,35.72,9.4,39.53,17.4,82.08,15.2,22.47,5.8,55.02,10.6,16.31,41.47,4.3,37.27,38.05,5.41,69.49,25.1,13.65,13.53,4.76,0.0,66.16,1.89
1727,6037311200,3171,Los Angeles,91505,Burbank,-118.3531198,34.1720062,20.19,37.97,35-40%,0.059,79.99,11.53890555,61.74,0.073,27.06,787.01,87.92,77.0,86.54,0.0,0.0,1095.93631,65.84,765.3513215,41.63,37.0,92.29,0.0,0.0,0.23,40.13,0,0.0,0.8,26.16,48.13,5.88,65.4,34.83,33.13,5.29,59.56,10.87,36.89,3.0,10.81,0.0,0.0,14.3,20.38,4.4,36.44,16.7,47.62,33.12,3.44,24.52,37.97,8.33,75.15,16.52,25.86,56.01,3.88,0.0,7.79,6.46
1728,6037403402,3745,Los Angeles,91789,Walnut,-117.8559096,34.0180144,20.14,37.83,35-40%,0.053,67.9,12.32124981,89.86,0.099,37.05,435.94,51.12,31.53,25.92,0.0,0.0,1908.580322,78.28,437.7501753,16.53,0.0,0.0,2.0,14.31,0.435,64.63,5,51.22,0.5,22.08,40.7,4.97,44.92,26.46,19.09,3.42,14.9,10.71,35.72,10.5,43.77,19.3,85.53,24.3,43.14,5.8,55.02,16.6,47.06,39.07,4.05,33.98,37.83,12.84,73.22,13.94,25.21,13.91,2.38,0.37,56.45,1.68
1729,6037267901,2428,Los Angeles,90067,Los Angeles,-118.4137159,34.056456,20.04,37.66,35-40%,0.048,55.38,11.7669605,68.44,0.221,65.63,440.64,52.72,11.44,4.84,0.0,0.0,1619.640625,74.86,1560.559103,79.28,5.2,43.04,0.3,2.11,0.77,80.69,0,0.0,0.0,0.0,41.82,5.11,48.05,14.99,3.75,7.37,92.96,5.57,2.18,1.1,2.3,12.2,69.22,18.7,31.26,,,21.3,68.11,37.84,3.93,31.87,37.66,4.53,43.9,51.57,3.13,74.38,1.44,0.0,18.12,2.92
1730,6037571101,4402,Los Angeles,90713,Lakewood,-118.1162992,33.8432785,20.03,37.62,35-40%,0.043,29.89,11.6438093,64.22,0.05,17.88,461.83,55.54,63.46,70.76,0.88,42.0,4697.966716,91.8,861.5550143,48.61,0.0,0.0,0.0,0.0,0.36,57.46,2,23.88,2.3,55.62,44.19,5.4,54.56,34.4,32.33,5.12,55.61,15.1,66.86,7.1,30.41,1.2,8.49,9.9,9.85,4.9,43.09,8.4,8.04,35.79,3.71,28.44,37.62,10.27,75.24,14.49,32.62,53.13,1.93,0.0,9.43,2.89
1731,6037920115,3957,Los Angeles,91355,Santa Clarita,-118.5500603,34.4257895,20.02,37.58,35-40%,0.065,93.63,9.895990017,48.11,0.106,39.24,647.04,71.77,25.19,18.03,0.0,0.0,266.4583333,39.47,1641.831026,80.96,23.75,85.11,2.0,14.31,0.68,77.62,5,51.22,1.0,35.72,50.2,6.13,70.83,18.52,7.18,8.03,96.56,7.64,11.08,5.4,23.3,5.5,40.44,13.7,18.91,1.9,5.57,14.4,35.27,31.49,3.27,22.09,37.58,16.38,70.36,13.27,15.82,56.61,2.32,1.11,19.56,4.57
1732,6037503901,2942,Los Angeles,90638,La Mirada,-118.0068471,33.8897905,19.99,37.51,35-40%,0.047,50.54,12.01645709,79.29,0.17,56.37,356.54,36.62,67.98,76.52,0.0,0.0,3401.363281,86.4,851.1315855,47.99,0.7,9.59,1.5,10.64,0.205,35.98,6,58.69,0.0,0.0,43.8,5.35,53.49,35.39,34.23,3.79,21.82,15.13,67.12,6.9,29.68,4.8,36.46,18.5,30.78,5.5,51.26,8.0,6.89,36.04,3.74,28.97,37.51,13.73,69.78,16.49,45.14,32.7,0.71,0.0,18.9,2.55
1733,6037700902,7352,Los Angeles,90212,Beverly Hills,-118.3944002,34.0620828,19.91,37.36,35-40%,0.048,55.38,11.71558023,66.81,0.106,39.39,429.25,49.68,54.24,57.54,0.0,0.0,1634.772054,75.03,1011.600914,58.65,0.6,8.04,8.0,40.76,0.5,69.4,0,0.0,2.5,59.18,45.37,5.54,57.56,33.03,30.46,3.88,23.92,10.72,35.76,1.9,5.5,7.0,48.72,18.8,31.55,5.5,51.26,19.1,59.28,34.65,3.59,26.88,37.36,10.47,73.61,15.91,6.86,74.4,1.73,0.0,12.73,4.28
1734,6037265700,4636,Los Angeles,90024,Los Angeles,-118.4236856,34.0632,19.9,37.3,35-40%,0.049,56.96,11.65891195,64.69,0.355,81.63,440.64,52.72,35.97,31.81,0.0,0.0,1542.366333,73.81,1421.451586,76.03,9.25,58.96,6.0,35.02,0.32,52.64,0,0.0,0.0,0.0,46.24,5.65,60.26,16.21,4.85,4.25,32.47,10.28,32.12,4.6,19.29,12.5,69.98,20.9,36.11,3.3,21.11,24.1,77.58,33.98,3.52,25.67,37.3,10.22,61.0,28.77,8.11,74.18,1.53,0.0,7.72,8.46
1735,6037571200,8175,Los Angeles,90808,Long Beach,-118.1336549,33.8395895,19.89,37.25,35-40%,0.043,29.89,11.63961067,64.16,0.14,48.62,443.24,53.2,72.13,81.69,0.0,0.0,5534.710042,93.36,1094.768785,63.7,4.8,41.4,31.75,80.96,0.49,68.21,0,0.0,0.0,0.0,48.92,5.97,67.53,27.84,21.51,4.96,51.31,10.41,33.21,5.6,24.12,2.8,22.17,22.5,39.62,4.3,35.02,12.0,23.37,32.1,3.33,22.97,37.25,8.16,74.98,16.86,27.02,47.83,7.38,1.32,12.49,3.96
1736,6037101300,3884,Los Angeles,91042,Los Angeles,-118.2709988,34.2487776,19.86,37.15,35-40%,0.064,91.05,11.01194549,55.0,0.072,26.61,726.64,83.13,50.75,52.54,0.0,0.0,830.4456584,61.0,1468.619195,77.38,0.0,0.0,6.3,35.66,0.1,16.64,6,58.69,0.0,0.0,44.62,5.45,55.73,22.91,13.06,3.57,17.68,11.89,45.13,10.2,42.66,10.4,63.3,17.0,27.05,4.3,35.02,18.6,56.86,35.13,3.64,27.61,37.15,7.8,68.0,24.2,7.65,80.48,5.28,0.0,4.99,1.6
1737,6037570001,4764,Los Angeles,90713,Lakewood,-118.117102,33.863466,19.8,36.94,35-40%,0.044,35.16,11.74267889,67.74,0.075,28.08,469.86,56.4,70.06,79.16,2.41,48.93,4737.589966,91.9,665.7146121,33.36,0.0,0.0,3.0,22.12,0.435,64.63,4,43.78,0.0,0.0,45.43,5.55,57.83,28.05,21.91,3.67,19.59,11.44,41.61,8.6,36.56,1.2,8.49,18.6,30.93,10.1,86.75,15.8,42.83,34.41,3.57,26.42,36.94,13.12,73.97,12.91,29.58,32.09,7.37,0.25,25.48,5.23
1738,6037211000,5124,Los Angeles,90020,Los Angeles,-118.3317418,34.0677859,19.8,36.93,35-40%,0.048,50.99,11.97046367,76.9,0.152,51.64,787.94,92.53,69.14,77.92,0.0,0.0,1662.838013,75.39,1052.104189,61.25,8.1,53.53,8.5,42.07,0.605,74.9,0,0.0,0.0,0.0,51.92,6.34,75.47,29.96,24.83,3.32,13.24,9.38,24.44,2.2,6.95,11.0,65.62,17.3,27.85,6.1,58.36,14.9,38.1,30.11,3.12,20.12,36.93,13.56,72.31,14.13,8.27,54.02,3.24,0.04,28.36,6.07
1739,6037462700,5413,Los Angeles,91106,Pasadena,-118.1144868,34.1519261,19.75,36.89,35-40%,0.058,78.01,11.24230672,57.36,0.397,84.65,634.13,71.13,62.41,69.05,0.0,0.0,1033.864004,64.27,2466.455793,92.3,0.4,5.64,1.0,6.97,0.37,58.27,0,0.0,0.0,0.0,47.79,5.84,64.38,23.31,13.52,4.45,37.23,7.7,11.5,11.1,45.58,6.8,47.68,26.6,47.75,3.0,17.11,20.4,64.46,32.64,3.39,23.88,36.89,13.34,72.29,14.37,41.38,29.1,4.86,0.0,20.47,4.19
1740,6037577603,8457,Los Angeles,90803,Long Beach,-118.1273194,33.7691133,19.74,36.86,35-40%,0.041,22.19,11.53224567,61.59,0.212,64.18,339.04,34.73,40.68,38.08,0.0,0.0,8461.28662,96.47,930.3507125,53.78,7.0,50.32,15.5,60.43,0.91,83.63,11,86.96,4.0,70.42,54.37,6.64,81.06,25.2,16.81,6.17,78.56,7.65,11.17,5.3,22.77,1.1,7.38,12.0,14.66,3.1,18.31,16.4,46.02,28.67,2.97,18.05,36.86,8.14,69.41,22.45,15.47,65.99,4.94,0.48,11.08,2.03
1741,6037113211,4109,Los Angeles,91311,Los Angeles,-118.6227865,34.2674995,19.73,36.84,35-40%,0.061,84.58,10.27739389,50.93,0.168,55.67,648.36,71.85,24.66,17.45,0.01,11.41,98.8202311,23.39,2025.031489,87.54,9.0,58.17,0.0,0.0,0.01,1.8,11,86.96,1.0,35.72,45.75,5.59,58.69,38.78,39.27,4.12,29.46,12.18,47.42,4.7,19.75,3.1,24.77,19.9,33.98,3.8,28.2,15.3,40.27,34.06,3.53,25.77,36.84,10.46,62.64,26.89,7.86,74.69,2.58,0.0,13.85,1.02
1742,6037700400,5162,Los Angeles,90048,West Hollywood,-118.3811478,34.0812987,19.72,36.79,35-40%,0.049,59.69,11.6943512,66.06,0.159,53.47,769.34,86.97,41.89,39.71,0.0,0.0,1517.77301,73.52,1190.416777,68.35,17.5,78.61,25.25,75.05,0.9,83.4,0,0.0,4.5,72.39,57.94,7.07,87.68,21.13,10.59,3.59,17.98,9.92,29.3,1.3,3.11,6.0,43.29,18.8,31.55,4.3,35.02,19.1,59.28,26.87,2.79,15.7,36.79,3.86,81.77,14.37,7.48,77.22,1.49,0.0,6.84,6.97
1743,6037269906,3158,Los Angeles,90034,Los Angeles,-118.4031746,34.0249593,19.7,36.72,35-40%,0.046,44.98,11.69483322,66.11,0.625,93.67,440.64,52.72,26.37,19.52,0.0,0.0,1932.641642,78.54,1148.837302,66.35,0.0,0.0,7.5,39.45,0.25,43.3,0,0.0,0.75,25.73,42.39,5.18,49.71,34.49,32.5,4.66,42.8,11.8,44.53,6.2,26.94,4.7,36.0,19.5,33.2,2.2,7.77,20.1,63.26,36.69,3.81,29.93,36.72,6.65,86.38,6.97,25.33,42.02,5.89,0.44,22.58,3.74
1744,6037103101,2428,Los Angeles,91040,Los Angeles,-118.3078874,34.2732407,19.63,36.56,35-40%,0.066,95.27,11.24459686,57.37,0.125,44.52,726.64,83.13,69.18,77.98,0.0,0.0,706.9123332,58.35,140.8095466,2.21,0.0,0.0,0.0,0.0,0.175,30.17,0,0.0,0.0,0.0,36.91,4.51,33.98,34.3,32.12,4.0,26.64,11.63,43.28,13.3,51.47,9.1,58.22,20.3,34.92,4.2,33.58,22.3,71.57,41.98,4.35,38.15,36.56,12.89,71.95,15.16,16.31,73.85,0.74,0.0,6.75,2.35
