,Census Tract,Total Population,California County,ZIP,Approximate Location,Longitude,Latitude,CES 4.0 Score, CES 4.0 Percentile,CES 4.0 Percentile Range,Ozone,Ozone Pctl,PM2.5,PM2.5 Pctl,Diesel PM,Diesel PM Pctl,Drinking Water,Drinking Water Pctl,Lead,Lead Pctl,Pesticides,Pesticides Pctl,Tox. Release,Tox. Release Pctl,Traffic,Traffic Pctl,Cleanup Sites,Cleanup Sites Pctl,Groundwater Threats,Groundwater Threats Pctl,Haz. Waste,Haz. Waste Pctl,Imp. Water Bodies,Imp. Water Bodies Pctl,Solid Waste,Solid Waste Pctl,Pollution Burden,Pollution Burden Score,Pollution Burden Pctl,Asthma,Asthma Pctl,Low Birth Weight,Low Birth Weight Pctl,Cardiovascular Disease,Cardiovascular Disease Pctl,Education,Education Pctl,Linguistic Isolation,Linguistic Isolation Pctl,Poverty,Poverty Pctl,Unemployment,Unemployment Pctl,Housing Burden,Housing Burden Pctl,Pop. Char. ,Pop. Char. Score,Pop. Char. Pctl,CES 4.0 Percentile,Children < 10 years (%),Pop 10-64 years (%),Elderly > 64 years (%),Hispanic (%),White (%),African American (%),Native American (%),Asian American (%),Other/Multiple (%)
544,6037542800,2980,Los Angeles,90220,Compton,-118.2473437,33.8995257,50.23,88.15,85-90%,0.043,29.89,12.11682636,85.6,0.084,31.36,432.62,50.41,90.8,97.33,0.24,32.59,34335.47949,99.84,957.5840428,55.51,1.0,17.08,6.5,36.16,0.18,30.59,7,66.74,1.25,38.99,52.85,6.45,77.76,101.48,93.06,6.94,89.27,16.07,71.83,21.2,66.82,3.1,24.77,43.2,73.63,9.0,81.69,24.9,79.91,75.04,7.78,86.72,88.15,16.88,69.63,13.49,52.95,2.58,42.68,0.0,0.0,1.78
545,6037502402,3874,Los Angeles,90660,Pico Rivera,-118.0905791,33.9737097,50.23,88.14,85-90%,0.049,56.96,12.13665654,86.51,0.276,73.76,239.65,10.42,78.66,88.17,0.09,24.76,3039.255045,84.97,1526.950093,78.56,12.5,70.18,5.0,30.88,0.83,82.13,3,33.16,1.0,35.72,58.81,7.18,89.28,60.9,70.18,6.13,77.8,21.31,91.8,28.0,77.59,9.1,58.22,24.5,43.53,10.8,89.19,7.7,6.1,67.43,6.99,76.56,88.14,10.02,73.52,16.47,91.48,7.87,0.05,0.18,0.41,0.0
546,6037207502,2888,Los Angeles,90071,Los Angeles,-118.253084,34.052707,50.2,88.06,85-90%,0.048,51.9,12.52185449,91.16,1.548,99.45,787.94,92.53,17.91,10.09,0.16,29.41,2047.616048,79.84,1616.561902,80.43,12.65,70.32,12.3,52.53,1.12,86.75,7,66.74,26.25,99.38,69.62,8.5,98.26,47.79,53.35,7.69,95.16,8.69,18.52,20.8,66.1,52.7,99.61,53.2,85.34,4.4,36.44,6.5,3.42,56.93,5.91,60.82,88.06,2.15,48.27,49.58,5.89,23.44,9.7,0.0,58.9,2.08
547,6037405202,4850,Los Angeles,91706,Baldwin Park,-117.9632149,34.0808733,50.15,88.04,85-90%,0.058,78.01,11.92341677,74.26,0.114,41.52,745.19,84.93,71.05,80.35,0.01,13.41,1833.098063,77.46,623.1974249,30.03,12.0,68.94,12.05,52.07,0.4,61.58,3,33.16,5.6,77.75,59.56,7.27,90.27,66.86,76.12,4.71,44.21,14.78,65.07,35.5,85.79,15.9,79.17,33.1,58.79,7.1,68.4,20.2,63.61,66.48,6.9,75.13,88.04,11.24,75.51,13.26,76.85,2.82,2.21,0.76,16.93,0.43
548,6037552602,4416,Los Angeles,90650,Norwalk,-118.0639397,33.8912309,50.12,88.01,85-90%,0.046,44.98,11.94672827,75.54,0.136,47.53,526.68,62.87,67.59,75.98,0.0,0.0,4225.576741,90.2,715.7824378,37.44,3.55,33.89,32.5,81.69,0.93,84.04,0,0.0,1.5,42.31,52.34,6.39,76.45,47.46,52.8,6.17,78.56,18.21,81.39,23.9,71.2,20.7,87.51,39.7,68.83,8.3,77.1,36.0,96.83,75.61,7.84,87.46,88.01,14.11,72.87,13.02,54.33,8.38,5.21,0.43,30.62,1.04
549,6037221500,3875,Los Angeles,90018,Los Angeles,-118.3046372,34.0348455,50.09,87.99,85-90%,0.046,44.98,12.05421442,81.38,0.703,95.44,787.94,92.53,75.87,85.55,0.0,0.0,2157.38265,80.65,4887.222368,99.6,0.25,4.12,0.5,2.72,0.195,32.03,0,0.0,0.0,0.0,50.94,6.22,72.63,55.36,63.21,6.5,83.62,11.99,46.06,42.1,91.47,21.9,89.04,53.6,85.68,12.5,93.3,34.1,95.39,77.64,8.05,89.76,87.99,12.57,76.44,10.99,68.83,3.2,23.92,0.0,4.05,0.0
550,6037131800,6157,Los Angeles,91335,Los Angeles,-118.527308,34.2047091,50.07,87.97,85-90%,0.062,88.7,14.60341571,98.63,0.102,37.97,726.64,83.13,69.88,79.0,0.0,0.0,607.7059987,55.2,900.7276191,51.6,3.1,31.49,14.5,56.95,0.36,57.46,4,43.78,0.0,0.0,53.83,6.57,79.86,77.11,83.52,5.33,60.57,20.52,89.07,25.4,73.99,16.7,80.85,40.2,69.48,4.5,37.71,26.5,83.65,73.43,7.62,84.49,87.97,15.1,73.28,11.61,58.7,17.8,7.84,0.0,11.35,4.3
551,6037432601,7210,Los Angeles,91732,El Monte,-118.0143396,34.0820032,50.06,87.96,85-90%,0.058,76.94,12.03686392,80.37,0.075,27.97,793.99,92.82,67.95,76.5,0.09,24.45,1900.0,78.21,1044.999301,60.83,3.7,34.47,33.55,82.43,0.325,53.51,8,72.15,0.0,0.0,59.34,7.25,89.97,73.28,80.96,4.3,33.73,15.5,69.32,36.3,86.59,18.9,84.9,36.0,63.24,5.4,49.86,23.2,74.79,66.6,6.91,75.26,87.96,8.25,77.84,13.91,55.19,3.79,1.39,0.0,38.46,1.18
552,6037134720,5074,Los Angeles,91306,Los Angeles,-118.5688121,34.2046449,50.01,87.9,85-90%,0.061,84.58,12.54060138,91.3,0.146,50.22,726.64,83.13,57.93,62.91,0.0,0.0,544.6029866,53.21,1103.557438,64.16,7.0,50.32,3.0,22.12,0.345,55.42,4,43.78,0.0,0.0,52.24,6.38,76.08,79.11,84.57,5.41,62.39,20.17,87.86,22.2,68.55,13.6,73.1,37.7,65.7,8.2,76.69,25.1,80.47,75.59,7.84,87.38,87.9,11.59,78.38,10.03,46.57,19.06,5.5,0.0,21.48,7.39
553,6037231220,4653,Los Angeles,90037,Los Angeles,-118.2893753,34.0145635,49.99,87.87,85-90%,0.045,42.56,12.00727367,78.59,0.085,31.72,787.94,92.53,81.73,90.85,0.0,0.0,2658.420044,83.38,1098.399286,63.9,1.2,18.7,0.0,0.0,0.17,29.24,0,0.0,1.25,38.99,46.09,5.63,59.81,71.2,79.14,7.18,91.48,14.89,65.57,48.9,95.94,25.5,92.8,60.8,92.2,9.4,83.63,38.6,98.06,85.63,8.88,97.05,87.87,17.92,71.7,10.38,68.54,1.72,22.74,0.0,5.95,1.05
554,6037115403,3583,Los Angeles,91325,Los Angeles,-118.5317299,34.2247342,49.97,87.85,85-90%,0.064,91.05,12.58335026,91.66,0.104,38.66,726.64,83.13,67.86,76.37,0.0,0.0,565.9006653,53.96,1220.348247,69.44,9.0,58.17,26.0,75.98,0.66,77.02,3,33.16,0.0,0.0,58.31,7.12,88.5,46.93,51.97,7.75,95.34,13.12,54.79,23.0,69.92,15.4,78.2,48.7,80.41,3.0,17.11,32.7,94.16,67.66,7.02,76.83,87.85,13.54,75.36,11.11,55.12,21.85,6.34,0.0,14.15,2.54
555,6037128601,4369,Los Angeles,91401,Los Angeles,-118.4410821,34.1784585,49.96,87.83,85-90%,0.06,82.48,11.73546463,67.42,0.08,29.62,726.64,83.13,60.06,65.81,0.0,0.0,1006.900035,63.8,1096.960515,63.83,37.0,92.29,6.75,36.81,0.325,53.51,4,43.78,0.0,0.0,53.1,6.48,78.33,63.43,72.87,5.79,70.81,19.24,85.07,15.8,57.24,6.7,47.08,45.1,76.24,9.2,82.74,39.3,98.35,74.29,7.71,85.72,87.83,12.68,80.43,6.89,45.85,38.16,5.42,0.0,8.22,2.36
556,6037296600,5358,Los Angeles,90731,Los Angeles,-118.2923625,33.7397829,49.96,87.82,85-90%,0.038,16.78,11.65417914,64.57,0.08,30.04,391.08,42.43,66.36,74.49,0.0,0.0,4626.793294,91.6,934.4857184,54.04,19.35,81.24,17.5,64.22,0.985,84.92,8,72.15,1.75,43.94,54.26,6.63,80.83,103.61,93.62,3.85,23.06,14.57,64.02,31.5,81.84,11.2,66.23,55.7,87.88,13.6,95.12,33.2,94.7,72.69,7.54,83.59,87.82,17.88,69.78,12.34,75.49,14.84,5.84,0.09,2.15,1.59
557,6037218210,3721,Los Angeles,90019,Los Angeles,-118.3423056,34.0427907,49.94,87.81,85-90%,0.046,46.99,12.00354413,78.42,0.108,39.86,787.94,92.53,87.2,94.88,0.0,0.0,1957.005005,78.81,1205.655764,68.93,0.0,0.0,4.8,28.32,0.95,84.49,7,66.74,1.3,39.29,56.29,6.87,84.94,57.36,66.05,5.83,71.64,10.34,32.6,44.5,93.23,22.0,89.13,51.9,84.12,5.5,51.26,41.0,98.94,70.05,7.27,80.22,87.81,12.12,79.15,8.73,68.72,11.74,14.38,0.0,5.16,0.0
558,6037404301,5503,Los Angeles,91702,Azusa,-117.9041106,34.1275266,49.93,87.78,85-90%,0.061,84.58,11.61864871,63.68,0.49,89.48,365.81,37.92,75.79,85.47,0.0,0.0,1210.280334,68.73,1553.32919,79.16,1.0,17.08,43.4,87.6,0.34,54.82,0,0.0,0.0,0.0,53.05,6.48,78.18,71.92,79.85,5.35,61.01,17.02,76.35,32.6,83.14,8.9,57.41,58.0,90.15,6.6,63.42,28.1,86.98,74.31,7.71,85.73,87.78,15.94,72.72,11.34,87.23,5.89,3.25,0.0,3.29,0.35
559,6037106520,5920,Los Angeles,91342,Los Angeles,-118.4613524,34.3088574,49.93,87.77,85-90%,0.067,97.0,10.92897449,54.3,0.333,79.63,726.64,83.13,66.46,74.62,0.0,0.0,611.164327,55.53,386.8328073,13.34,7.9,52.33,30.3,79.96,4.345,97.39,0,0.0,6.15,80.11,58.78,7.18,89.22,63.98,73.29,6.51,83.69,13.45,57.13,35.0,85.32,14.3,75.53,34.7,61.28,2.1,7.14,26.8,84.46,67.06,6.96,76.05,87.77,16.0,70.86,13.14,88.92,8.48,0.27,0.0,2.13,0.2
560,6037119340,4264,Los Angeles,91402,Los Angeles,-118.4519009,34.233609,49.92,87.76,85-90%,0.065,93.63,11.6143557,63.61,0.175,57.39,726.64,83.13,57.81,62.72,0.0,0.0,649.0633443,56.69,1131.456675,65.69,36.25,91.28,0.0,0.0,0.07,9.56,0,0.0,0.0,0.0,46.96,5.73,62.24,93.94,90.85,4.36,35.04,20.82,89.77,56.1,98.58,33.3,96.95,74.5,98.63,10.0,86.19,44.2,99.47,83.93,8.71,95.9,87.76,23.71,72.94,3.35,93.79,0.09,3.71,0.0,2.42,0.0
561,6037402904,3705,Los Angeles,91766,Pomona,-117.7362111,34.0260693,49.84,87.66,85-90%,0.056,74.1,12.67092751,92.23,0.654,94.54,838.22,96.05,84.52,93.02,0.0,3.9,915.8089802,62.35,2512.525203,92.76,2.0,25.63,3.0,22.12,0.15,26.67,2,23.88,0.7,24.83,58.95,7.2,89.52,74.9,81.98,5.39,61.95,17.47,78.17,34.9,85.18,7.4,50.52,36.3,63.64,4.6,39.21,19.0,58.77,66.75,6.92,75.54,87.66,17.27,75.33,7.4,89.15,5.29,1.11,0.49,2.91,1.05
562,6037134001,3864,Los Angeles,91303,Los Angeles,-118.5917267,34.2029146,49.8,87.63,85-90%,0.06,82.48,11.84082938,70.96,0.14,48.56,726.64,83.13,60.67,66.7,0.0,0.0,521.0826721,52.4,1406.369996,75.58,0.25,4.12,3.0,22.12,0.19,31.54,4,43.78,4.0,70.42,51.45,6.28,74.04,68.26,77.29,6.48,83.31,14.76,64.82,38.9,89.14,18.1,83.56,49.8,81.49,4.6,39.21,33.7,95.12,76.42,7.93,88.54,87.63,11.39,79.92,8.7,73.63,11.88,0.28,0.0,13.02,1.19
563,6037980010,95,Los Angeles,90012,Los Angeles,-118.2393993,34.0786561,49.77,87.61,85-90%,0.049,59.69,12.56881211,91.51,0.259,71.6,787.94,92.53,33.32,28.34,0.0,0.0,1725.73232,76.09,2864.345972,95.15,65.25,97.78,25.8,75.61,1.515,90.4,15,94.56,7.5,84.74,72.45,8.85,99.08,25.03,16.53,,,7.88,12.74,36.7,87.02,50.0,99.4,56.8,88.92,,,78.2,100.0,54.23,5.63,56.45,87.61,4.21,47.37,48.42,34.74,25.26,1.05,0.0,38.95,0.0
564,6037553602,4752,Los Angeles,90723,Paramount,-118.1644286,33.9089742,49.76,87.59,85-90%,0.044,37.57,12.04803982,81.01,0.404,85.1,280.67,18.88,55.25,59.18,0.0,0.0,7939.126668,96.14,2717.242078,94.24,5.5,44.01,23.0,72.49,1.655,91.25,7,66.74,9.5,89.83,63.63,7.77,94.76,49.06,55.45,6.42,82.46,14.78,65.07,28.4,78.13,3.1,24.77,38.5,66.87,5.2,46.99,19.9,62.42,61.75,6.41,68.37,87.59,12.44,80.6,6.97,72.77,4.97,18.64,0.36,3.27,0.0
565,6037191120,3900,Los Angeles,90029,Los Angeles,-118.304794,34.0929287,49.72,87.58,85-90%,0.049,59.69,12.00979423,78.83,0.626,93.73,787.94,92.53,68.55,77.23,0.0,0.0,1467.875997,72.68,2187.349198,89.68,23.6,84.99,8.0,40.76,0.475,67.56,0,0.0,0.0,0.0,59.92,7.32,90.73,39.77,41.25,4.71,44.21,11.84,44.69,27.7,77.23,41.8,98.84,52.8,85.01,12.6,93.49,26.5,83.65,65.52,6.8,73.8,87.58,8.05,73.33,18.62,46.87,32.21,1.44,0.87,17.64,0.97
566,6037433601,5066,Los Angeles,91770,Rosemead,-118.0761336,34.0670912,49.7,87.53,85-90%,0.055,72.55,11.96177798,76.35,0.347,80.91,815.06,94.73,58.99,64.46,0.0,0.0,1985.854309,79.09,2352.792883,91.1,22.5,84.21,45.15,88.33,0.235,40.93,4,43.78,1.0,35.72,66.13,8.07,96.61,37.84,37.61,5.67,68.41,10.34,32.6,32.1,82.55,22.5,89.71,36.2,63.52,5.7,53.89,22.6,72.6,59.33,6.15,64.55,87.53,10.8,70.77,18.44,32.21,2.41,0.0,0.0,65.38,0.0
567,6037139504,3998,Los Angeles,91316,Los Angeles,-118.5202503,34.1670182,49.69,87.52,85-90%,0.06,82.48,12.66717011,92.21,0.487,89.37,726.64,83.13,37.61,33.9,0.43,36.66,777.0553488,59.98,4173.018811,99.01,0.0,0.0,3.0,22.12,0.06,8.76,10,82.97,1.0,35.72,58.03,7.09,87.83,68.54,77.38,5.16,56.61,13.11,54.75,7.6,32.62,16.3,80.01,37.4,65.28,9.8,85.49,38.7,98.12,67.61,7.01,76.77,87.52,8.95,73.66,17.38,11.53,75.09,3.8,0.0,4.93,4.65
568,6037221110,3705,Los Angeles,90006,Los Angeles,-118.2878287,34.0457195,49.68,87.49,85-90%,0.047,48.45,12.18410918,87.99,0.226,66.52,787.94,92.53,84.88,93.26,0.0,0.0,2034.583395,79.72,1278.19926,71.63,5.75,44.44,2.3,15.14,0.1,16.64,0,0.0,0.0,0.0,50.09,6.12,70.55,54.24,61.93,5.41,62.39,14.33,62.36,56.6,98.68,50.4,99.42,69.4,97.15,9.9,85.83,30.2,90.87,78.31,8.12,90.71,87.49,10.55,79.65,9.8,92.79,2.11,1.38,0.0,3.72,0.0
569,6037127605,4329,Los Angeles,91406,Los Angeles,-118.4847378,34.189727,49.68,87.48,85-90%,0.062,88.7,12.32883267,89.91,0.133,46.7,726.64,83.13,66.1,74.23,0.0,0.0,785.3806561,60.1,1167.068769,67.28,1.0,17.08,0.0,0.0,0.02,2.51,13,91.87,0.0,0.0,49.93,6.1,70.18,77.98,84.25,4.95,51.01,19.65,86.24,32.9,83.33,26.6,93.6,65.4,95.24,5.6,52.52,30.7,91.62,78.55,8.15,91.01,87.48,18.83,78.75,2.43,77.57,8.2,2.33,0.6,7.76,3.53
570,6037203200,5695,Los Angeles,90033,Los Angeles,-118.1968646,34.0526028,49.66,87.47,85-90%,0.049,59.69,12.28025039,89.5,0.282,74.42,488.79,59.71,84.7,93.14,0.0,0.0,1992.992676,79.19,1665.071729,81.35,4.1,37.79,8.55,42.11,0.11,19.25,0,0.0,3.0,63.67,55.6,6.79,83.53,51.52,58.55,6.55,84.15,12.59,51.26,43.2,92.26,12.4,69.79,54.3,86.38,5.2,46.99,27.8,86.43,70.51,7.31,80.75,87.47,20.12,71.89,7.99,94.94,2.99,0.93,0.19,0.37,0.58
571,6037237300,5311,Los Angeles,90047,Los Angeles,-118.3110714,33.9782833,49.65,87.46,85-90%,0.044,35.16,11.95656498,76.1,0.083,30.9,787.94,92.53,89.73,96.6,0.0,0.0,3808.136678,88.3,889.3171622,50.75,0.6,8.04,2.0,14.31,0.29,47.6,0,0.0,3.95,67.61,48.37,5.91,66.12,142.48,98.54,7.36,92.89,19.97,87.41,26.6,75.74,2.5,19.87,43.4,73.89,8.4,77.76,39.5,98.44,81.04,8.41,93.56,87.46,8.81,78.69,12.5,43.46,2.73,52.29,0.19,0.02,1.32
572,6037121221,2420,Los Angeles,91352,Los Angeles,-118.3955564,34.2276073,49.61,87.44,85-90%,0.065,93.63,11.43570021,59.86,0.439,87.03,726.64,83.13,80.3,89.54,0.0,0.0,694.8643341,58.09,3028.121981,96.0,40.0,93.41,2.5,16.75,0.305,50.46,4,43.78,2.75,60.53,64.94,7.93,95.82,74.78,81.89,3.26,12.21,15.13,67.12,31.7,81.99,6.8,47.68,29.2,52.53,8.7,79.72,22.6,72.6,60.32,6.26,66.04,87.44,11.28,76.32,12.4,83.47,11.9,0.54,0.0,2.81,1.28
573,6037570304,5094,Los Angeles,90805,Long Beach,-118.1926968,33.8563177,49.59,87.42,85-90%,0.042,26.7,12.95638339,93.59,0.49,89.5,339.04,34.73,78.04,87.54,0.0,0.0,9431.766927,97.05,719.7162498,37.79,1.75,22.62,18.0,65.32,0.52,70.48,11,86.96,0.0,0.0,55.27,6.75,82.95,94.42,91.14,5.14,56.12,20.48,89.0,25.6,74.34,10.0,61.9,54.2,86.22,5.5,51.26,15.4,40.9,70.84,7.35,81.14,87.42,15.88,77.58,6.54,66.25,6.09,17.26,0.63,9.31,0.47
574,6037301701,2962,Los Angeles,91202,Glendale,-118.2746677,34.1584908,49.53,87.39,85-90%,0.056,74.1,11.80183487,69.71,0.474,88.82,685.63,76.05,66.66,74.91,0.0,0.0,1386.777324,71.21,1916.727592,85.7,44.4,94.68,25.1,74.93,0.94,84.25,6,58.69,9.0,88.93,71.81,8.77,98.93,26.01,18.27,8.05,96.65,13.61,58.03,11.3,46.23,13.9,74.1,21.8,37.89,3.8,28.2,21.8,69.91,54.46,5.65,56.81,87.39,8.41,72.28,19.31,30.42,49.19,4.09,0.0,12.9,3.41
575,6037237720,3707,Los Angeles,90044,Los Angeles,-118.2861511,33.9692863,49.52,87.38,85-90%,0.044,35.16,12.03324822,80.22,0.476,88.91,787.94,92.53,86.98,94.69,0.0,0.0,4730.583333,91.89,3142.418794,96.45,0.1,2.07,1.0,6.97,0.01,1.8,0,0.0,0.4,14.43,50.01,6.11,70.39,76.3,82.88,6.02,75.56,16.56,74.12,41.9,91.33,17.2,81.7,72.0,98.05,3.5,23.75,44.6,99.49,78.19,8.11,90.56,87.38,25.11,70.57,4.32,72.86,2.16,23.58,0.43,0.0,0.97
576,6037602003,4760,Los Angeles,90303,Inglewood,-118.3393882,33.9343496,49.45,87.34,85-90%,0.043,29.89,11.99554293,77.93,0.348,80.95,373.79,39.54,86.47,94.27,0.0,5.86,6559.97347,94.82,1523.529786,78.54,1.4,19.91,4.0,26.17,0.175,30.17,5,51.22,0.0,0.0,50.31,6.14,71.15,90.81,89.89,4.16,30.2,21.8,93.22,40.9,90.52,21.9,89.04,41.8,71.91,7.9,74.74,32.7,94.16,77.59,8.05,89.7,87.34,14.71,75.95,9.35,86.97,1.58,9.56,0.0,1.28,0.61
577,6037533107,3503,Los Angeles,90255,Huntington Park,-118.2164699,33.9745613,49.44,87.33,85-90%,0.046,44.98,12.0654342,82.3,0.106,39.43,464.54,55.81,93.79,99.08,0.0,0.0,4268.866659,90.36,1003.671784,58.08,2.6,28.67,5.75,32.77,0.195,32.03,0,0.0,1.0,35.72,47.78,5.83,64.32,60.74,69.97,4.79,46.5,24.24,97.03,54.4,98.11,28.2,94.68,64.7,94.77,9.7,84.98,28.8,88.48,81.69,8.47,94.23,87.33,12.5,80.33,7.17,98.83,1.0,0.0,0.0,0.17,0.0
578,6037533203,1931,Los Angeles,90255,Huntington Park,-118.2082753,33.9742767,49.43,87.32,85-90%,0.046,44.98,12.05709531,81.57,0.118,42.89,380.45,40.04,95.73,99.65,0.0,0.0,4261.593343,90.35,1110.83268,64.54,7.05,50.41,9.5,44.83,0.235,40.93,0,0.0,2.0,52.9,51.27,6.26,73.48,54.4,62.35,3.56,17.36,21.82,93.27,61.6,99.44,34.2,97.4,64.9,94.85,13.0,94.31,28.0,86.79,76.11,7.9,88.16,87.32,18.69,72.6,8.7,98.14,0.26,0.05,0.0,0.47,1.09
579,6037132300,7912,Los Angeles,91335,Los Angeles,-118.5273253,34.1974433,49.42,87.29,85-90%,0.062,88.7,13.91010057,97.73,0.095,35.63,726.64,83.13,64.68,72.44,0.0,0.0,623.5709991,55.84,1045.696294,60.86,6.0,46.08,13.0,54.52,0.275,46.35,4,43.78,0.7,24.83,55.57,6.78,83.43,77.64,83.74,4.73,44.77,20.66,89.29,24.5,72.25,22.7,89.93,44.4,75.3,2.5,10.66,30.3,91.04,70.22,7.28,80.36,87.29,10.52,80.78,8.71,61.88,20.15,0.72,1.26,15.31,0.68
580,6037402102,4858,Los Angeles,91767,Pomona,-117.7464275,34.0844486,49.38,87.28,85-90%,0.059,79.99,12.83671121,93.06,0.388,84.09,754.44,85.97,71.7,81.1,0.0,0.0,662.0693156,57.06,1471.343513,77.48,6.15,46.4,41.35,86.75,0.46,66.6,1,12.45,0.1,2.52,60.88,7.43,91.99,79.24,84.58,5.24,58.56,17.12,76.65,20.4,65.53,5.0,37.66,28.2,50.85,6.7,64.51,18.3,55.49,64.04,6.64,71.5,87.28,15.21,74.48,10.31,66.16,11.18,11.45,1.32,8.03,1.87
581,6037554105,4478,Los Angeles,90706,Bellflower,-118.1198534,33.8860491,49.36,87.25,85-90%,0.044,37.57,11.81723127,70.28,0.258,71.33,360.54,37.18,56.01,60.09,0.0,0.0,5395.263469,93.14,847.6118159,47.65,0.0,0.0,16.0,61.55,0.36,57.46,3,33.16,2.0,52.9,48.44,5.91,66.38,61.64,71.09,7.57,94.35,17.57,78.84,23.7,70.93,17.6,82.47,48.7,80.41,8.1,76.05,28.3,87.49,80.45,8.35,92.98,87.25,14.05,77.91,8.04,45.98,17.42,24.07,1.25,9.8,1.47
582,6037602508,6922,Los Angeles,90250,Hawthorne,-118.339504,33.9128073,49.34,87.23,85-90%,0.043,29.89,12.09709798,84.21,0.183,58.69,371.06,38.77,57.65,62.5,0.01,14.48,7497.866699,95.75,1191.171376,68.4,8.8,54.7,35.55,83.46,1.7,91.56,5,51.22,0.0,0.0,56.45,6.89,85.21,77.65,83.85,5.67,68.41,19.79,86.75,22.6,69.37,15.4,78.2,41.2,70.84,2.1,7.14,20.8,66.07,69.0,7.16,78.88,87.23,16.08,76.61,7.31,51.6,8.21,31.05,0.0,7.09,2.05
583,6037191410,4646,Los Angeles,90029,Los Angeles,-118.2881169,34.0887621,49.33,87.2,85-90%,0.049,56.96,12.08445864,83.35,0.195,61.05,787.94,92.53,87.11,94.81,0.0,0.0,1550.125997,73.96,902.2727865,51.69,2.5,28.44,7.5,39.45,0.455,66.09,0,0.0,0.5,22.08,53.27,6.5,78.74,70.0,78.61,4.47,37.88,18.14,81.21,28.5,78.23,28.4,94.87,53.3,85.44,6.5,62.4,25.2,80.75,73.12,7.58,84.14,87.2,9.62,82.01,8.37,59.62,16.75,6.46,0.0,16.14,1.03
584,6037530102,4862,Los Angeles,90640,Montebello,-118.1154765,34.0153528,49.3,87.18,85-90%,0.05,62.53,12.12832194,86.15,0.129,45.44,320.45,30.04,72.77,82.17,0.85,41.62,2972.056641,84.76,977.8570055,56.48,3.0,31.24,10.3,47.88,1.25,88.39,2,23.88,1.6,42.5,56.36,6.88,85.07,57.34,66.03,4.45,37.23,17.79,79.89,34.8,85.08,23.6,90.92,39.8,68.94,7.3,69.98,22.0,70.53,69.07,7.16,79.0,87.18,7.08,71.1,21.82,78.63,12.01,0.53,0.0,8.41,0.41
585,6037540202,7116,Los Angeles,90262,Lynwood,-118.2061463,33.9338474,49.3,87.17,85-90%,0.044,37.57,12.02885778,79.93,0.227,66.65,622.35,69.79,92.88,98.59,0.0,0.0,7844.763468,96.07,786.5496573,43.18,3.75,34.62,3.1,22.23,0.68,77.62,0,0.0,0.2,9.67,50.59,6.18,71.86,56.87,65.23,4.86,48.54,16.06,71.77,49.2,96.11,20.6,87.41,70.3,97.41,9.8,85.49,32.4,93.73,76.94,7.98,89.03,87.17,18.34,72.48,9.18,90.26,4.51,3.01,0.32,1.76,0.14
586,6037191203,2383,Los Angeles,90029,Los Angeles,-118.2939076,34.0931674,49.27,87.14,85-90%,0.049,57.77,12.01277774,79.07,0.346,80.8,787.94,92.53,73.92,83.5,0.0,0.0,1483.133342,72.98,1067.811022,62.16,9.1,58.49,0.0,0.0,1.075,86.13,0,0.0,0.2,9.67,54.35,6.64,81.02,37.29,36.94,6.13,77.8,11.6,43.08,25.8,74.65,32.2,96.62,55.3,87.5,15.4,97.14,35.9,96.77,71.57,7.42,82.22,87.14,6.59,77.05,16.37,43.18,21.7,4.24,0.0,28.75,2.14
587,6037407701,4903,Los Angeles,91744,La Puente,-117.9298385,34.013937,49.24,87.1,85-90%,0.053,69.32,12.16555191,87.42,0.103,38.32,760.64,86.52,72.86,82.28,0.0,0.0,2466.883341,82.41,1130.730297,65.61,13.0,71.63,22.55,71.74,0.05,7.35,5,51.22,1.25,38.99,58.72,7.17,89.14,73.09,80.72,2.94,8.6,18.24,81.64,43.7,92.65,25.8,93.07,49.8,81.49,3.9,29.41,25.1,80.47,66.2,6.87,74.7,87.1,10.12,77.18,12.71,83.09,2.75,0.31,0.0,13.85,0.0
588,6037201501,5367,Los Angeles,90032,Los Angeles,-118.1646555,34.0865636,49.23,87.09,85-90%,0.052,66.81,11.9405062,75.17,0.087,32.63,840.4,96.15,76.67,86.21,0.0,0.0,1548.247681,73.91,584.0486749,27.08,16.5,77.32,9.35,44.33,0.71,78.76,0,0.0,0.0,0.0,51.52,6.29,74.34,59.95,68.92,8.35,97.68,12.66,51.61,33.3,83.8,18.0,83.35,41.5,71.42,8.9,81.01,22.2,71.15,75.44,7.83,87.19,87.09,13.71,72.87,13.42,82.77,9.35,1.02,0.0,6.34,0.52
589,6037132900,3885,Los Angeles,91335,Los Angeles,-118.5281458,34.1831957,49.23,87.08,85-90%,0.061,84.58,13.67637814,96.71,0.093,34.92,726.64,83.13,47.0,47.31,1.89,47.38,656.6966756,56.89,915.5161098,52.74,9.0,58.17,0.0,0.0,0.275,46.35,10,82.97,14.5,95.69,60.85,7.43,91.95,59.9,68.84,5.49,64.18,14.44,63.05,12.8,50.24,14.5,76.07,25.5,45.36,7.1,68.4,22.4,71.89,63.87,6.63,71.33,87.08,10.06,72.82,17.12,23.58,58.48,1.72,0.0,10.3,5.92
